LocalID,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber
663936,3044,7903,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
663942,3044,7903,TravelAgency,Info,1,homepage,1,In general,1000,480,1534,9
663935,3047,7903,mountain expedition,Search,2,Catalog,5,VHT,21,180,304,2
663937,3046,7903,hiking,Search,2,Catalog,5,Hiking,3,60,143,4
663938,3052,7903,Far tours,Search,2,Catalog,5,exotica,5,60,156,5
663943,3052,7903,Far tours,Search,2,Catalog,5,exotica,5,30,99,10
663939,3385,7903,Express Beijing delhi india china tibet nepal,Trip,3,undetected,-1,exotica,5,30,83,6
663940,3561,7903,Nepal for everyone,Trip,3,undetected,-1,exotica,5,60,176,7
663941,3113,7903,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,60,184,8
663944,3573,7903,New Zealand,Trip,3,undetected,-1,exotica,5,60,203,11
663945,3561,7903,Nepal for everyone,Trip,3,undetected,-1,exotica,5,720,2509,12
663946,3113,7903,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,30,106,13
663947,3199,7904,thailand big circle,Trip,3,undetected,-1,exotica,5,30,30,1
663948,3044,7905,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663949,3044,7906,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663950,3046,7906,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
663951,3158,7906,climbing school,Search,2,Catalog,5,climbing school,14,30,62,3
663952,3044,7907,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663953,3757,7908,04 05 New Year&#39;s Eve New Year&#39;s Eve bikaoský Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
663954,3206,7909,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,30,1
663955,3148,7910,Baltics Russia Norway Finland Sweden Great Northern Way,Trip,3,undetected,-1,Tourism,1,60,60,1
663957,3250,7910,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,62,3
663956,3064,7910,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,120,203,2
663958,3044,7911,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663959,3044,7912,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663960,3044,7913,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663961,3387,7914,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
663962,3044,7915,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663963,3045,7915,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
663964,4378,7916,hotelbuses,Search,2,Catalog,5,hotelbuses,17,540,540,1
663965,4379,7917,maarsko wine and thermal spas,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
663967,3669,7918,52 countries,Search,2,Country,2,In general,1000,30,50,2
663966,3387,7918,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,540,540,1
663968,3130,7918,Magic Normandy France,Trip,3,undetected,-1,Tours with accommodation,8,60,125,3
663969,3233,7918,francie bretaň daughter Ocean,Trip,3,undetected,-1,Tours with accommodation,8,180,429,4
663970,3183,7918,francie bretaň,Trip,3,undetected,-1,cyclo,4,30,78,5
663971,3651,7918,France wine and spirits,Trip,3,undetected,-1,Tours with accommodation,8,60,167,6
663972,3230,7918,france mysterious megaliths and islands brittany,Trip,3,undetected,-1,Tourism,1,60,176,7
663973,3136,7918,England France Ireland capital Dublin Paris London sightseeing tour,Trip,3,undetected,-1,Tours with accommodation,8,30,92,8
663974,3491,7919,5 countries,Search,2,Country,2,In general,1000,30,30,1
663975,3044,7920,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
663976,3047,7920,mountain expedition,Search,2,Catalog,5,VHT,21,30,50,2
663977,3496,7920,Iran output Damavand (5671 m),Trip,3,undetected,-1,VHT,21,30,62,3
663978,3242,7920,Russian Caucasus and Elbrus 5663 m air,Trip,3,undetected,-1,VHT,21,30,71,4
663979,3900,7921,trips 644,Search,2,Catalog,5,Neni,-1,30,30,1
663980,4380,7922,mountain expedition,Search,2,Catalog,5,VHT,21,30,30,1
663981,3044,7923,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663982,3044,7925,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663983,3095,7926,21 countries,Search,2,Country,2,In general,1000,30,30,1
663984,3058,7926,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
663985,3056,7927,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,60,1
663986,3529,7927,Hungary Thermal Spa Harkany,Trip,3,undetected,-1,Stays with trips,6,30,50,2
663987,4379,7928,maarsko wine and thermal spas,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
663988,3720,7929,Russian Caucasus and Elbrus 5663 m air,Trip,3,undetected,-1,VHT,21,30,30,1
663989,4381,7930,France Nature Parks provence,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,30,1
663991,3095,7931,21 countries,Search,2,Country,2,In general,1000,30,50,2
663990,3146,7931,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663992,3044,7932,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
663993,3045,7932,tours with tents,Search,2,Catalog,5,Tourism,1,60,101,2
663994,3106,7932,Romanian Danube delta on ships and dry feet,Trip,3,undetected,-1,Tourism,1,30,62,3
663995,3044,7933,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
663997,3090,7933,Bulgaria stay with holiday trips 05,Trip,3,undetected,-1,Bulgaria,15,30,62,3
663996,3064,7933,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
663998,3163,7934,Montenegro,Search,2,Catalog,5,Montenegro,12,30,30,1
663999,3044,7935,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664000,3089,7935,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,50,2
664001,4240,7936,Scotland and the Isle of Skye Isle of harris lewis and holiday tourism 05,Trip,3,undetected,-1,Tourism,1,30,30,1
664002,4382,7937,WHOWEARE,Info,4,Who we are,10,In general,1000,30,30,1
664003,3044,7938,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664004,3044,7939,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664005,3175,7940,Alps tourism,Search,2,Catalog,5,Alps,22,30,30,1
664006,3044,7941,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664007,3058,7941,lastminute,Search,2,Catalog,5,Lastminute,101,60,101,2
664008,3775,7941,golf,Search,2,Catalog,5,Golf,25,60,125,3
664010,3063,7941,expedition,Search,2,Catalog,5,challenging expedition,18,30,78,5
664009,3075,7941,WHOWEARE,Info,4,Who we are,10,In general,1000,120,286,4
664011,3197,7942,expedition,Search,2,Catalog,5,challenging expedition,18,180,180,1
664012,3047,7942,mountain expedition,Search,2,Catalog,5,VHT,21,60,101,2
664015,3058,7942,lastminute,Search,2,Catalog,5,Lastminute,101,30,78,5
664013,3242,7942,Russian Caucasus and Elbrus 5663 m air,Trip,3,undetected,-1,VHT,21,360,755,3
664014,3066,7942,DISCOUNT,Info,4,Sales,8,In general,1000,120,286,4
664016,3044,7943,TravelAgency,Info,1,homepage,1,In general,1000,240,240,1
664017,3503,7943,stays,Search,2,Catalog,5,Tourist,0,60,101,2
664018,3611,7943,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,60,125,3
664019,3122,7943,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,30,71,4
664020,3044,7944,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664021,3045,7944,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
664022,4366,7944,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,30,62,3
664023,3089,7947,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
664024,3044,7948,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664033,3044,7948,TravelAgency,Info,1,homepage,1,In general,1000,30,99,10
664025,3054,7948,Corsica,Search,2,Catalog,5,Corsica,11,60,101,2
664032,3058,7948,lastminute,Search,2,Catalog,5,Lastminute,101,420,1342,9
664026,4366,7948,Corsica emerald island of Corsica tourism and holidays 05,Trip,3,undetected,-1,Tourism,1,30,62,3
664027,3210,7948,Corsica Corsica with light tourism holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,143,4
664028,3131,7948,Montenegro national parks and mountains Black Sea,Trip,3,undetected,-1,Tourism,1,30,78,5
664029,3303,7948,Montenegro national parks and Sea Black Mountains on a bicycle cycling tour,Trip,3,undetected,-1,cyclo,4,60,167,6
664030,3687,7948,Serbia Montenegro Bosnia and Herzegovina treasures and secrets Yugoslav Balkans holiday 05,Trip,3,undetected,-1,Tours with accommodation,8,30,88,7
664031,3164,7948,Montenegro Alet Becici much stay with excursions in the price,Trip,3,undetected,-1,Montenegro,12,120,369,8
664034,3078,7948,Mexico Guatemala Belize Honduras,Trip,3,undetected,-1,exotica,5,30,101,11
664035,3304,7949,dolomites on the flat trail Dravskem Austria Italy,Trip,3,undetected,-1,cyclo,4,30,30,1
664036,3044,7950,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664037,3089,7950,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,50,2
664038,4383,7951,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,30,1
664039,3089,7952,Bulgaria,Search,2,Catalog,5,Bulgaria,15,120,120,1
664040,3116,7952,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,50,2
664041,4384,7954,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
664042,3757,7955,04 05 New Year&#39;s Eve New Year&#39;s Eve bikaoský Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
664043,3044,7956,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664044,3048,7957,water,Search,2,Catalog,5,Water,2,30,30,1
664045,3044,7958,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664046,3067,7958,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,50,2
664047,3081,7958,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,62,3
664048,3189,7959,dachstein,Trip,3,undetected,-1,Hiking,3,30,30,1
664049,3302,7960,Austria after plane through the Alps Tauern bike path cyclo tour,Trip,3,undetected,-1,cyclo,4,30,30,1
664050,4042,7961,Austrian Alpine salsa diamond (ww i iii) pálavách Orinoco,Trip,3,undetected,-1,undetected,-2,120,120,1
664051,3185,7961,Morocco Morocco Maghreb tour of Pearl,Trip,3,undetected,-1,Tourism,1,30,50,2
664052,3525,7962,tunis New Year&#39;s Eve,Trip,3,undetected,-1,Stays with trips,6,30,30,1
664053,3064,7963,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,30,1
664054,3044,7964,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664055,3045,7965,tours with tents,Search,2,Catalog,5,Tourism,1,60,60,1
664056,3046,7965,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
664059,3158,7965,climbing school,Search,2,Catalog,5,climbing school,14,60,156,5
664057,3189,7965,dachstein,Trip,3,undetected,-1,Hiking,3,660,1385,3
664060,3317,7965,Winter Mountain School,Trip,3,undetected,-1,climbing school,14,30,83,6
664058,3065,7965,CATALOG,Info,4,Send catalog,7,In general,1000,30,71,4
664061,3044,7966,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664062,3054,7966,Corsica,Search,2,Catalog,5,Corsica,11,60,101,2
664063,3503,7966,stays,Search,2,Catalog,5,Tourist,0,30,62,3
664065,3116,7966,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,60,156,5
664066,3067,7966,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,83,6
664064,3546,7966,Calabria Mandatoriccio Mare,Trip,3,undetected,-1,Tourist,0,120,286,4
664067,3197,7967,expedition,Search,2,Catalog,5,challenging expedition,18,60,60,1
664068,3197,7967,expedition,Search,2,Catalog,5,challenging expedition,18,30,50,2
664069,3044,7968,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664071,3048,7968,water,Search,2,Catalog,5,Water,2,60,125,3
664072,3047,7968,mountain expedition,Search,2,Catalog,5,VHT,21,30,71,4
664073,3045,7968,tours with tents,Search,2,Catalog,5,Tourism,1,30,78,5
664070,3064,7968,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
664075,3044,7969,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
664074,3045,7969,tours with tents,Search,2,Catalog,5,Tourism,1,30,30,1
664076,3076,7970,Spain French Riviera,Trip,3,undetected,-1,Stays with trips,6,30,30,1
664077,3110,7971,England France Ireland capital Dublin paoí London sightseeing tour,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
664078,3044,7972,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664079,3065,7972,CATALOG,Info,4,Send catalog,7,In general,1000,60,101,2
664080,3146,7973,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664081,3064,7973,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
664082,3217,7974,Kenya Tanzania safari and Zanzibar,Trip,3,undetected,-1,challenging expedition,18,30,30,1
664083,3379,7975,ireland green island,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
664084,3113,7976,trip to India and Nepal,Trip,3,undetected,-1,exotica,5,30,30,1
664085,3054,7977,Corsica,Search,2,Catalog,5,Corsica,11,960,960,1
664086,3074,7977,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
664087,3046,7978,hiking,Search,2,Catalog,5,Hiking,3,30,30,1
664088,3137,7979,corsica gr,Trip,3,undetected,-1,Hiking,3,30,30,1
664089,3044,7980,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664091,3058,7981,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
664092,3063,7981,expedition,Search,2,Catalog,5,challenging expedition,18,60,125,3
664093,3217,7981,Kenya Tanzania safari and Zanzibar,Trip,3,undetected,-1,challenging expedition,18,30,71,4
664090,3065,7981,CATALOG,Info,4,Send catalog,7,In general,1000,60,60,1
664094,3045,7982,tours with tents,Search,2,Catalog,5,Tourism,1,120,120,1
664095,3119,7982,Iceland southern Norway Faroe Islands,Trip,3,undetected,-1,Tourism,1,30,50,2
664096,3045,7983,tours with tents,Search,2,Catalog,5,Tourism,1,60,60,1
664099,3063,7983,expedition,Search,2,Catalog,5,challenging expedition,18,30,71,4
664101,3047,7983,mountain expedition,Search,2,Catalog,5,VHT,21,60,167,6
664097,3185,7983,Morocco Morocco Maghreb tour of Pearl,Trip,3,undetected,-1,Tourism,1,60,101,2
664098,4275,7983,Turkey in the sign of the crescent (western Turkey),Trip,3,undetected,-1,Tourism,1,420,881,3
664100,3152,7983,Siberut island wild mentawajů Sumatra,Trip,3,undetected,-1,challenging expedition,18,60,156,5
664102,3297,7983,Russia připolární Ural Narodnaja (1895 meters),Trip,3,undetected,-1,VHT,21,60,176,7
664103,3296,7983,Plato Putorana,Trip,3,undetected,-1,VHT,21,60,184,8
664104,3242,7983,Russian Caucasus and Elbrus 5663 m air,Trip,3,undetected,-1,VHT,21,60,191,9
664105,3596,7983,thailand large circuit vacation 05,Trip,3,undetected,-1,exotica,5,120,396,10
664106,3599,7983,Kenya Tanzania safari and Zanzibar,Trip,3,undetected,-1,exotica,5,30,101,11
664107,3151,7984,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,30,30,1
664108,3119,7985,Iceland southern Norway Faroe Islands,Trip,3,undetected,-1,Tourism,1,30,30,1
664109,3851,7986,alpine skiing skiing,Search,2,Catalog,5,Ski,9,120,120,1
664110,3046,7986,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
664111,3044,7987,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664112,3052,7987,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
664119,3063,7987,expedition,Search,2,Catalog,5,challenging expedition,18,30,95,9
664120,3058,7987,lastminute,Search,2,Catalog,5,Lastminute,101,60,198,10
664121,3045,7987,tours with tents,Search,2,Catalog,5,Tourism,1,60,203,11
664113,3597,7987,sri lanka,Trip,3,undetected,-1,exotica,5,120,251,3
664114,3596,7987,thailand large circuit vacation 05,Trip,3,undetected,-1,exotica,5,120,286,4
664115,4006,7987,Egypt Land of the Pharaohs (Egypt Sinai) holiday tour of 05,Trip,3,undetected,-1,exotica,5,120,313,5
664116,4015,7987,Egypt Egyptian adventure for each vacation tour of 05,Trip,3,undetected,-1,exotica,5,60,167,6
664117,4006,7987,Egypt Land of the Pharaohs (Egypt Sinai) holiday tour of 05,Trip,3,undetected,-1,exotica,5,60,176,7
664118,3596,7987,thailand large circuit vacation 05,Trip,3,undetected,-1,exotica,5,60,184,8
664122,3232,7987,Spain gibraltar,Trip,3,undetected,-1,Tourism,1,30,104,12
664123,3757,7988,04 05 New Year&#39;s Eve New Year&#39;s Eve bikaoský Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
664124,3044,7989,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664125,3074,7989,cycling abroad,Search,2,Catalog,5,cyclo,4,480,812,2
664126,3151,7989,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,240,503,3
664127,3304,7989,dolomites on the flat trail Dravskem Austria Italy,Trip,3,undetected,-1,cyclo,4,240,572,4
664128,3794,7989,big saddle Niedere Tauern Austria,Trip,3,undetected,-1,cyclo,4,60,156,5
664129,3303,7989,Montenegro national parks and Sea Black Mountains on a bicycle cycling tour,Trip,3,undetected,-1,cyclo,4,180,502,6
664130,3361,7989,Balaton: wine volcano swimming,Trip,3,undetected,-1,cyclo,4,180,530,7
664131,3183,7989,francie bretaň,Trip,3,undetected,-1,cyclo,4,60,184,8
664132,3427,7989,adrenaline weekends,Trip,3,undetected,-1,climbing school,14,60,191,9
664133,3317,7989,Winter Mountain School,Trip,3,undetected,-1,climbing school,14,60,198,10
664134,3093,7989,New Year&#39;s Eve New Year&#39;s Eve 04 05 cross-country Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,101,11
664135,3044,7990,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664136,3074,7990,cycling abroad,Search,2,Catalog,5,cyclo,4,60,101,2
664137,3222,7990,Corsica island scents and colors cycling tour,Trip,3,undetected,-1,cyclo,4,30,62,3
664138,3162,7991,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664139,3074,7991,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
664140,3044,7992,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664141,3067,7992,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
664142,3116,7992,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,900,1888,3
664143,3081,7992,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,71,4
664144,3044,7994,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664145,3044,7995,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664146,4385,7996,Lužnice mecca for boaters,Trip,3,undetected,-1,Water,2,30,30,1
664147,4369,7997,CKP sheet tours,undetected,-2,list_tour,-2,undetected,-2,30,30,1
664148,3146,7998,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664149,3044,7999,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664150,3054,7999,Corsica,Search,2,Catalog,5,Corsica,11,30,50,2
664151,3053,8000,light hiking,Search,2,Catalog,5,Neni,-1,30,30,1
664152,3044,8001,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664153,3045,8001,tours with tents,Search,2,Catalog,5,Tourism,1,60,101,2
664155,3163,8001,Montenegro,Search,2,Catalog,5,Montenegro,12,60,143,4
664154,3132,8001,Albania country eagles sea and mountains,Trip,3,undetected,-1,Tourism,1,30,62,3
664156,3687,8001,Serbia Montenegro Bosnia and Herzegovina treasures and secrets Yugoslav Balkans holiday 05,Trip,3,undetected,-1,Tours with accommodation,8,30,78,5
664157,4386,8002,CKP sheet tours,undetected,-2,list_tour,-2,undetected,-2,30,30,1
664159,4387,8003,Alps tourism,Search,2,Catalog,5,Alps,22,240,406,2
664161,3045,8003,tours with tents,Search,2,Catalog,5,Tourism,1,30,71,4
664158,3115,8003,Corsica emerald island of Corsica,Trip,3,undetected,-1,Tourism,1,60,60,1
664160,3387,8003,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,180,377,3
664162,3044,8004,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664163,3045,8004,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
664164,4128,8005,country 1,Search,2,Country,2,In general,1000,30,30,1
664165,3498,8006,Durmitor Montenegro,Trip,3,undetected,-1,Hiking,3,30,30,1
664166,3146,8007,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664167,3058,8007,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
664168,3063,8007,expedition,Search,2,Catalog,5,challenging expedition,18,30,62,3
664169,4388,8008,climbing school,Search,2,Catalog,5,climbing school,14,30,30,1
664170,3163,8009,Montenegro,Search,2,Catalog,5,Montenegro,12,30,30,1
664171,3044,8010,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664172,3270,8010,school groups,Search,2,Catalog,5,School tours,7,60,101,2
664174,3129,8010,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,120,286,4
664177,3518,8010,allowed the company,Search,2,Catalog,5,Neni,-1,30,88,7
664173,4159,8010,school trip to francie galský rooster,Trip,3,undetected,-1,School tours,7,60,125,3
664175,3580,8010,Croatia as a picture,Trip,3,undetected,-1,Tours with accommodation,8,300,782,5
664176,3066,8010,DISCOUNT,Info,4,Sales,8,In general,1000,30,83,6
664178,3044,8011,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664179,3065,8012,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
664180,3065,8013,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
664181,3044,8014,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664182,3341,8015,Italy relaxing week in the Alps iii. Queen of the Dolomites Marmolada,Trip,3,undetected,-1,Alps,22,30,30,1
664183,3044,8016,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664185,3188,8017,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,120,203,2
664186,3222,8017,Corsica island scents and colors cycling tour,Trip,3,undetected,-1,cyclo,4,180,377,3
664187,3241,8017,Greek magical island of Corfu,Trip,3,undetected,-1,Stays with trips,6,120,286,4
664188,3210,8017,Corsica Corsica with light tourism holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,78,5
664184,3064,8017,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,60,1
664189,3044,8018,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664190,4389,8019,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
664191,3044,8022,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664192,3046,8022,hiking,Search,2,Catalog,5,Hiking,3,60,101,2
664193,3058,8022,lastminute,Search,2,Catalog,5,Lastminute,101,60,125,3
664194,3046,8022,hiking,Search,2,Catalog,5,Hiking,3,30,71,4
664195,3047,8022,mountain expedition,Search,2,Catalog,5,VHT,21,30,78,5
664196,3048,8022,water,Search,2,Catalog,5,Water,2,30,83,6
664197,3052,8022,Far tours,Search,2,Catalog,5,exotica,5,30,88,7
664198,3063,8022,expedition,Search,2,Catalog,5,challenging expedition,18,60,184,8
664199,3158,8022,climbing school,Search,2,Catalog,5,climbing school,14,30,95,9
664200,3182,8022,alpine skiing skiing,Search,2,Catalog,5,Ski,9,30,99,10
664201,3518,8022,allowed the company,Search,2,Catalog,5,Neni,-1,30,101,11
664202,3270,8022,school groups,Search,2,Catalog,5,School tours,7,30,104,12
664204,3044,8023,TravelAgency,Info,1,homepage,1,In general,1000,60,101,2
664203,4390,8023,n html,Search,2,Catalog,5,Neni,-1,60,60,1
664205,3064,8023,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,62,3
664207,3066,8023,DISCOUNT,Info,4,Sales,8,In general,1000,30,78,5
664206,3065,8023,CATALOG,Info,4,Send catalog,7,In general,1000,180,429,4
664208,4391,8026,Montenegro,Search,2,Catalog,5,Montenegro,12,30,30,1
664209,3044,8027,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664210,3480,8028,Mont Blanc Gran Paradiso,Trip,3,undetected,-1,Hiking,3,30,30,1
664211,3044,8030,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664214,3044,8031,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
664212,3052,8031,Far tours,Search,2,Catalog,5,exotica,5,30,30,1
664213,3596,8031,thailand large circuit vacation 05,Trip,3,undetected,-1,exotica,5,60,101,2
664215,4392,8032,Austro it lie relaxing day in the Alps t ch i. dolomite garden,Trip,3,undetected,-1,Alps,22,30,30,1
664216,3296,8033,Plato Putorana,Trip,3,undetected,-1,VHT,21,30,30,1
664217,3197,8034,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
664218,3046,8034,hiking,Search,2,Catalog,5,Hiking,3,660,1117,2
664219,3158,8034,climbing school,Search,2,Catalog,5,climbing school,14,60,125,3
664220,3317,8034,Winter Mountain School,Trip,3,undetected,-1,climbing school,14,60,143,4
664221,3322,8034,week winter climbing in the Tatras brnčálce,Trip,3,undetected,-1,climbing school,14,30,78,5
664222,3044,8035,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664223,3046,8036,hiking,Search,2,Catalog,5,Hiking,3,30,30,1
664224,3563,8036,Slovenia Julian Alps,Trip,3,undetected,-1,Hiking,3,30,50,2
664225,3327,8037,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
664226,3058,8037,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
664227,3854,8038,Mexico Guatemala Honduras Mayan big way,Trip,3,undetected,-1,exotica,5,30,30,1
664228,3093,8039,New Year&#39;s Eve New Year&#39;s Eve 04 05 cross-country Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
664229,3044,8040,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
664230,3065,8040,CATALOG,Info,4,Send catalog,7,In general,1000,120,203,2
664231,3535,8041,Spain Hotel Carlos Canet de Mar,Trip,3,undetected,-1,Tourist,0,30,30,1
664232,3316,8042,France reefs and natural parks Normandy,Trip,3,undetected,-1,Tourism,1,60,60,1
664233,4393,8042,francie provence Nature and Parks paradise Mali,Trip,3,undetected,-1,Tourism,1,30,50,2
664235,3089,8043,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,50,2
664236,3116,8043,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,62,3
664234,4394,8043,n insurance,Info,1,Insurance,6,In general,1000,60,60,1
664237,4395,8044,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,30,1
664238,3203,8045,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
664239,3183,8046,francie bretaň,Trip,3,undetected,-1,cyclo,4,30,30,1
664240,4396,8047,n news Trips,Info,4,sends news,6,In general,1000,30,30,1
664241,3044,8048,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
664242,3518,8048,allowed the company,Search,2,Catalog,5,Neni,-1,30,50,2
664243,3048,8048,water,Search,2,Catalog,5,Water,2,30,62,3
